Source,Target,Link
AB9871,166DD9,1
AB9871,47A039,1
AB9871,899ABB,1
AB9871,166DD9,1
AB9871,782522,1
AB9871,8F8036,1
AB9871,60DDEA,1
AB9871,36209E,1
AB9871,B34C23,1
AB9871,F1D9C2,1
AB9871,B34C23,1
AB9871,8F8036,1
AB9871,90E91D,1
AB9871,03BA9C,1
AB9871,7E5A53,1
AB9871,F1D9C2,1
AB9871,7E5A53,1
AB9871,7E5A53,1
AB9871,B34C23,1
AB9871,892B04,1
AB9871,7A9BF3,1
AB9871,47A039,1
AB9871,B34C23,1
AB9871,FCFE07,1
AB9871,166DD9,1
AB9871,7A9BF3,1
AB9871,899ABB,1
AB9871,782522,1
AB9871,7A193D,1
AB9871,7A9BF3,1
AB9871,D22045,1
AB9871,FCFE07,1
AB9871,47A039,1
AB9871,166DD9,1
AB9871,60DDEA,1
AB9871,D22045,1
AB9871,BE54E4,1
AB9871,47A039,1
AB9871,F32B5B,1
AB9871,8F8036,1
AB9871,8DDDBE,1
AB9871,8DDDBE,1
AB9871,13D4CA,1
AB9871,D14347,1
AB9871,60DDEA,1
AB9871,AB87B4,1
AB9871,782522,1
AB9871,7A193D,1
AB9871,FCFE07,1
AB9871,7E5A53,1
AB9871,B34C23,1
AB9871,9A51A6,1
AB9871,166DD9,1
AB9871,AB87B4,1
AB9871,BE54E4,1
AB9871,DD989D,1
AB9871,DD989D,1
AB9871,36209E,1
AB9871,7F8D17,1
AB9871,BE54E4,1
AB9871,BE54E4,1
AB9871,7E5A53,1
AB9871,7F8D17,1
AB9871,7F8D17,1
AB9871,B074F6,1
AB9871,F1D9C2,1
AB9871,D20189,1
AB9871,60DDEA,1
AB9871,90E91D,1
AB9871,B34C23,1
AB9871,03BA9C,1
AB9871,9A51A6,1
AB9871,D20189,1
AB9871,166DD9,1
AB9871,9F1CBA,1
AB9871,F1D9C2,1
AB9871,60DDEA,1
AB9871,DD989D,1
AB9871,D22045,1
AB9871,782522,1
AB9871,D20189,1
AB9871,03BA9C,1
AB9871,F1D9C2,1
AB9871,166DD9,1
AB9871,782522,1
AB9871,9A51A6,1
AB9871,90E91D,1
AB9871,7A9BF3,1
AB9871,D20189,1
AB9871,166DD9,1
AB9871,BE54E4,1
AB9871,FCFE07,1
AB9871,D22045,1
AB9871,7A193D,1
AB9871,D22045,1
AB9871,03BA9C,1
AB9871,60DDEA,1
AB9871,13D4CA,1
AB9871,B34C23,1
AB9871,892B04,1
AB9871,F1D9C2,1
AB9871,F32B5B,1
AB9871,FCFE07,1
AB9871,36209E,1
AB9871,F1D9C2,1
AB9871,F32B5B,1
AB9871,D14347,1
AB9871,B074F6,1
AB9871,166DD9,1
AB9871,D22045,1
AB9871,892B04,1
AB9871,36209E,1
AB9871,B34C23,1
AB9871,782522,1
AB9871,166DD9,1
AB9871,90E91D,1
AB9871,892B04,1
AB9871,D22045,1
AB9871,9A51A6,1
AB9871,9A51A6,1
AB9871,F32B5B,1
AB9871,03BA9C,1
AB9871,BE54E4,1
AB9871,D14347,1
AB9871,DD989D,1
AB9871,B074F6,1
AB9871,7E5A53,1
AB9871,7F8D17,1
AB9871,9F1CBA,1
AB9871,03BA9C,1
AB9871,FCFE07,1
AB9871,782522,1
AB9871,36209E,1
AB9871,BE54E4,1
AB9871,FCFE07,1
AB9871,FCFE07,1
AB9871,782522,1
AB9871,7F8D17,1
AB9871,7A193D,1
AB9871,B34C23,1
AB9871,7A193D,1
AB9871,7E5A53,1
AB9871,9A51A6,1
AB9871,13D4CA,1
AB9871,D20189,1
AB9871,7E5A53,1
AB9871,7A9BF3,1
AB9871,7F8D17,1
AB9871,782522,1
AB9871,8F8036,1
AB9871,9F1CBA,1
AB9871,47A039,1
AB9871,AB87B4,1
AB9871,BE54E4,1
AB9871,8F8036,1
AB9871,47A039,1
AB9871,7A9BF3,1
AB9871,F32B5B,1
AB9871,8DDDBE,1
AB9871,03BA9C,1
AB9871,8F8036,1
AB9871,DD989D,1
AB9871,13D4CA,1
AB9871,47A039,1
AB9871,AB87B4,1
AB9871,7F8D17,1
AB9871,782522,1
AB9871,36209E,1
AB9871,7E5A53,1
AB9871,F32B5B,1
AB9871,7A9BF3,1
AB9871,7A193D,1
AB9871,F1D9C2,1
AB9871,782522,1
AB9871,47A039,1
AB9871,B074F6,1
AB9871,7A9BF3,1
AB9871,892B04,1
AB9871,13D4CA,1
AB9871,899ABB,1
AB9871,90E91D,1
AB9871,60DDEA,1
AB9871,9F1CBA,1
AB9871,47A039,1
AB9871,D22045,1
AB9871,90E91D,1
AB9871,D20189,1
AB9871,F1D9C2,1
AB9871,D20189,1
AB9871,B34C23,1
AB9871,8DDDBE,1
AB9871,47A039,1
AB9871,B074F6,1
AB9871,FCFE07,1
AB9871,D20189,1
AB9871,F1D9C2,1
AB9871,B074F6,1
AB9871,8DDDBE,1
AB9871,FCFE07,1
AB9871,892B04,1
AB9871,60DDEA,1
AB9871,B074F6,1
AB9871,892B04,1
AB9871,90E91D,1
AB9871,13D4CA,1
AB9871,AB87B4,1
AB9871,F32B5B,1
AB9871,B074F6,1
AB9871,782522,1
AB9871,B34C23,1
AB9871,7F8D17,1
AB9871,60DDEA,1
AB9871,D22045,1
AB9871,7F8D17,1
AB9871,36209E,1
AB9871,7A193D,1
AB9871,7E5A53,1
AB9871,899ABB,1
AB9871,7F8D17,1
AB9871,DD989D,1
AB9871,DD989D,1
AB9871,36209E,1
AB9871,9F1CBA,1
AB9871,166DD9,1
AB9871,8DDDBE,1
AB9871,782522,1
AB9871,9A51A6,1
AB9871,7F8D17,1
AB9871,AB87B4,1
AB9871,60DDEA,1
AB9871,892B04,1
AB9871,892B04,1
AB9871,FCFE07,1
AB9871,BE54E4,1
AB9871,F32B5B,1
AB9871,90E91D,1
AB9871,7F8D17,1
AB9871,60DDEA,1
AB9871,90E91D,1
AB9871,D14347,1
AB9871,60DDEA,1
AB9871,03BA9C,1
AB9871,899ABB,1
AB9871,7A193D,1
AB9871,13D4CA,1
AB9871,166DD9,1
AB9871,8DDDBE,1
AB9871,03BA9C,1
AB9871,AB87B4,1
AB9871,892B04,1
AB9871,166DD9,1
AB9871,9F1CBA,1
AB9871,B074F6,1
AB9871,D22045,1
AB9871,7A9BF3,1
AB9871,D20189,1
AB9871,B34C23,1
AB9871,166DD9,1
AB9871,D14347,1
AB9871,90E91D,1
AB9871,60DDEA,1
AB9871,7F8D17,1
AB9871,BE54E4,1
AB9871,BE54E4,1
AB9871,47A039,1
AB9871,7E5A53,1
AB9871,8F8036,1
AB9871,899ABB,1
AB9871,F32B5B,1
AB9871,36209E,1
AB9871,90E91D,1
AB9871,7F8D17,1
AB9871,9F1CBA,1
AB9871,DD989D,1
AB9871,7A193D,1
AB9871,47A039,1
AB9871,AB87B4,1
AB9871,F32B5B,1
AB9871,13D4CA,1
AB9871,FCFE07,1
AB9871,90E91D,1
AB9871,90E91D,1
AB9871,F1D9C2,1
AB9871,7A193D,1
AB9871,36209E,1
AB9871,D20189,1
AB9871,892B04,1
AB9871,D20189,1
AB9871,8F8036,1
AB9871,8DDDBE,1
AB9871,F32B5B,1
AB9871,13D4CA,1
AB9871,9A51A6,1
AB9871,899ABB,1
AB9871,7F8D17,1
AB9871,7E5A53,1
AB9871,892B04,1
AB9871,166DD9,1
AB9871,8F8036,1
AB9871,03BA9C,1
AB9871,DD989D,1
AB9871,F1D9C2,1
AB9871,7A193D,1
AB9871,8DDDBE,1
AB9871,D14347,1
AB9871,03BA9C,1
AB9871,03BA9C,1
AB9871,7E5A53,1
AB9871,8F8036,1
AB9871,47A039,1
AB9871,D22045,1
AB9871,B074F6,1
AB9871,BE54E4,1
AB9871,F32B5B,1
AB9871,7E5A53,1
AB9871,7E5A53,1
AB9871,60DDEA,1
AB9871,36209E,1
AB9871,9F1CBA,1
AB9871,8F8036,1
AB9871,B074F6,1
AB9871,782522,1
AB9871,13D4CA,1
AB9871,D22045,1
AB9871,03BA9C,1
AB9871,8DDDBE,1
AB9871,F32B5B,1
AB9871,03BA9C,1
AB9871,D14347,1
AB9871,7A193D,1
AB9871,03BA9C,1
AB9871,AB87B4,1
AB9871,60DDEA,1
AB9871,36209E,1
AB9871,B074F6,1
AB9871,36209E,1
AB9871,8F8036,1
AB9871,899ABB,1
AB9871,AB87B4,1
AB9871,FCFE07,1
AB9871,7A193D,1
AB9871,F32B5B,1
AB9871,D22045,1
AB9871,7A193D,1
AB9871,7A193D,1
AB9871,8DDDBE,1
AB9871,B34C23,1
AB9871,899ABB,1
AB9871,D20189,1
AB9871,DD989D,1
AB9871,899ABB,1
AB9871,056E0D,1
AB9871,2D3FE0,1
AB9871,CF3372,1
AB9871,03BA9C,1
AB9871,0D3A63,1
AB9871,166DD9,1
AB9871,823ACA,1
AB9871,59A783,1
AB9871,0D3A63,1
AB9871,9ED228,1
AB9871,0D3A63,1
AB9871,947E63,1
AB9871,7DE89D,1
AB9871,BFFC7A,1
AB9871,5CE9D4,1
AB9871,899ABB,1
AB9871,B074F6,1
AB9871,FCFE07,1
AB9871,BE9086,1
AB9871,BE9086,1
AB9871,B921A1,1
AB9871,E38725,1
AB9871,6242DF,1
AB9871,9BC86A,1
AB9871,A2C686,1
AB9871,CE5987,1
AB9871,CE5987,1
AB9871,EDDEC8,1
AB9871,6168FB,1
AB9871,1C57D5,1
AB9871,4D552E,1
AB9871,3EFFD2,1
AB9871,B3C36D,1
AB9871,0FA4BE,1
AB9871,BE9086,1
AB9871,52C72C,1
AB9871,863B1E,1
AB9871,14EA23,1
AB9871,C2BF05,1
AB9871,1C57D5,1
AB9871,FE602A,1
AB9871,ACD1A2,1
AB9871,3C3462,1
AB9871,AB87B4,1
AB9871,CE5987,1
AB9871,DD2759,1
AB9871,1C57D5,1
AB9871,93B1B8,1
AB9871,D1B0C4,1
AB9871,BE9086,1
AB9871,0417FA,1
AB9871,3EFFD2,1
AB9871,60D6F0,1
AB9871,DC5693,1
AB9871,D3879B,1
AB9871,E22C6F,1
AB9871,83EEBA,1
AB9871,CE5987,1
AB9871,BE9086,1
AB9871,F20C4B,1
AB9871,A5FD2E,1
AB9871,F20C4B,1
AB9871,4F524F,1
AB9871,CE5987,1
AB9871,55C2B1,1
AB9871,A76128,1
AB9871,36209E,1
AB9871,CE5987,1
AB9871,7AE43A,1
AB9871,D20189,1
AB9871,765CFD,1
AB9871,54745C,1
AB9871,C2BF05,1
AB9871,7F8D17,1
AB9871,429B5E,1
AB9871,D20189,1
AB9871,E22C6F,1
AB9871,47A039,1
AB9871,90E91D,1
AB9871,849D39,1
AB9871,3EFFD2,1
AB9871,F3C397,1
AB9871,B32C28,1
AB9871,BF612E,1
AB9871,1C57D5,1
AB9871,A9A4E9,1
AB9871,DD989D,1
AB9871,E2B9DA,1
AB9871,DD2759,1
AB9871,765CFD,1
AB9871,00405C,1
AB9871,37616B,1
AB9871,B34C23,1
AB9871,A9A4E9,1
AB9871,2E194D,1
AB9871,B074F6,1
AB9871,60DDEA,1
AB9871,F32B5B,1
AB9871,D20189,1
AB9871,F32B5B,1
AB9871,14EA23,1
AB9871,DD989D,1
AB9871,A79F35,1
AB9871,181522,1
AB9871,EFCDA0,1
AB9871,1D760E,1
AB9871,D4F65A,1
AB9871,CDD77D,1
AB9871,71D3C9,1
AB9871,D3879B,1
AB9871,345950,1
AB9871,DAB2D1,1
AB9871,55C2B1,1
AB9871,0DD0F5,1
AB9871,9BD6E0,1
AB9871,F3C397,1
AB9871,CD0972,1
AB9871,F01EE7,1
AB9871,765CFD,1
AB9871,B9FAFA,1
AB9871,429B5E,1
AB9871,3EFFD2,1
AB9871,90B769,1
AB9871,3EFFD2,1
AB9871,ABB4E8,1
AB9871,8FA7B5,1
AB9871,6A5AAA,1
AB9871,D1B0C4,1
AB9871,BA91D8,1
AB9871,0DD0F5,1
AB9871,7518CA,1
AB9871,6EAECE,1
AB9871,2D3B22,1
AB9871,8FF941,1
AB9871,765CFD,1
AB9871,8AD1AD,1
AB9871,154048,1
AB9871,35A8CA,1
AB9871,3C5150,1
AB9871,BE9086,1
AB9871,AA3537,1
AB9871,44A6E1,1
AB9871,3EFFD2,1
AB9871,D20189,1
AB9871,B7C44B,1
AB9871,0D3A63,1
AB9871,20C597,1
AB9871,0D3A63,1
AB9871,CE5987,1
AB9871,688CE7,1
AB9871,DAB2D1,1
AB9871,8F8036,1
AB9871,8D8C39,1
AB9871,13D4CA,1
AB9871,8F0228,1
AB9871,14EA23,1
AB9871,3175ED,1
AB9871,AC97E8,1
AB9871,0D3A63,1
AB9871,3175ED,1
AB9871,54745C,1
AB9871,D0D466,1
AB9871,8773FF,1
AB9871,EAB45B,1
AB9871,61661A,1
AB9871,166DD9,1
AB9871,765CFD,1
AB9871,1C57D5,1
AB9871,8A8812,1
AB9871,CA2AAA,1
AB9871,9ED228,1
AB9871,491D29,1
AB9871,810651,1
AB9871,5C8CEF,1
AB9871,DB2369,1
AB9871,BE9086,1
AB9871,91D52D,1
AB9871,CE5987,1
AB9871,C6375F,1
AB9871,5DDD4D,1
AB9871,9A51A6,1
AB9871,BE9086,1
AB9871,8773FF,1
AB9871,CE5987,1
AB9871,429B5E,1
AB9871,0D3A63,1
AB9871,061A60,1
AB9871,14EA23,1
AB9871,8773FF,1
AB9871,BF612E,1
AB9871,489A8B,1
AB9871,DD98D4,1
AB9871,37A079,1
AB9871,A8A7E3,1
AB9871,920904,1
AB9871,54745C,1
AB9871,8994C4,1
AB9871,02D8F2,1
AB9871,A67A3B,1
AB9871,71D3C9,1
AB9871,6625F0,1
AB9871,166DD9,1
AB9871,83EEBA,1
AB9871,14EA23,1
AB9871,7B405F,1
AB9871,0CAB45,1
AB9871,D9844F,1
AB9871,5CF015,1
AB9871,234731,1
AB9871,BE9086,1
AB9871,005DE3,1
AB9871,166DD9,1
AB9871,F32B5B,1
AB9871,3EFFD2,1
AB9871,D4F65A,1
AB9871,BA91D8,1
AB9871,9ED228,1
AB9871,26F618,1
AB9871,ABB4E8,1
AB9871,BB2B0B,1
AB9871,36DA14,1
AB9871,6A5AAA,1
AB9871,A30696,1
AB9871,D0D466,1
AB9871,BE9086,1
AB9871,ABB4E8,1
AB9871,7E5A53,1
AB9871,BE9086,1
AB9871,FC650E,1
AB9871,02D8F2,1
AB9871,1579CF,1
AB9871,C7278C,1
AB9871,0DD0F5,1
AB9871,0DD0F5,1
AB9871,2FF7AB,1
AB9871,ABB4E8,1
AB9871,2652B6,1
AB9871,EAB45B,1
AB9871,52C4E7,1
AB9871,C3AABE,1
AB9871,0A9968,1
AB9871,765CFD,1
AB9871,166DD9,1
AB9871,0DD0F5,1
AB9871,864986,1
AB9871,F20C4B,1
AB9871,DD989D,1
AB9871,8FF941,1
AB9871,B0030A,1
AB9871,0D3A63,1
AB9871,782522,1
AB9871,784F81,1
AB9871,6A5AAA,1
AB9871,C6375F,1
AB9871,892DC1,1
AB9871,DB2691,1
AB9871,3EFFD2,1
AB9871,7FDB81,1
AB9871,CC9953,1
AB9871,8C0427,1
AB9871,BE54E4,1
AB9871,7B405F,1
AB9871,3175ED,1
AB9871,1C00C6,1
AB9871,DCBF36,1
AB9871,4F7A8A,1
AB9871,1D760E,1
AB9871,9ED228,1
AB9871,E3BD05,1
AB9871,14EA23,1
AB9871,849D39,1
AB9871,F20C4B,1
AB9871,60DDEA,1
AB9871,429B5E,1
AB9871,4C467A,1
AB9871,60DDEA,1
AB9871,ABB4E8,1
AB9871,A47EFF,1
AB9871,9ED228,1
AB9871,8FA7B5,1
AB9871,14EA23,1
AB9871,31CBC3,1
AB9871,4A1BB1,1
AB9871,F20C4B,1
AB9871,D3879B,1
AB9871,920904,1
AB9871,0D3A63,1
AB9871,0D3A63,1
AB9871,6A5AAA,1
AB9871,D64966,1
AB9871,765CFD,1
AB9871,47A039,1
AB9871,31EE0B,1
AB9871,1C57D5,1
AB9871,EAB45B,1
AB9871,F20C4B,1
AB9871,4FB295,1
AB9871,8FF941,1
AB9871,9ED228,1
AB9871,73D734,1
AB9871,14EA23,1
AB9871,33A7CE,1
AB9871,0D3A63,1
AB9871,36209E,1
AB9871,6766DA,1
AB9871,3EFFD2,1
AB9871,0D3A63,1
AB9871,D0D466,1
AB9871,444BAF,1
AB9871,E9BAF1,1
AB9871,899ABB,1
AB9871,61661A,1
AB9871,9C16CC,1
AB9871,F32B5B,1
AB9871,BE9086,1
AB9871,0DD0F5,1
AB9871,ABFEB3,1
AB9871,3EFFD2,1
AB9871,B3C36D,1
AB9871,B10371,1
AB9871,8FF941,1
AB9871,0D3A63,1
AB9871,BF8C87,1
AB9871,25E819,1
AB9871,BE9086,1
AB9871,C27977,1
AB9871,B55117,1
AB9871,89F1E9,1
AB9871,553431,1
AB9871,BE9086,1
AB9871,0D3A63,1
AB9871,1C57D5,1
AB9871,02811A,1
AB9871,8FF941,1
AB9871,F20C4B,1
AB9871,C6375F,1
AB9871,BB2B0B,1
AB9871,BF9862,1
AB9871,0D3A63,1
AB9871,54745C,1
AB9871,E088D5,1
AB9871,049336,1
AB9871,3E4AE8,1
AB9871,3EFFD2,1
AB9871,0D3A63,1
AB9871,B5654D,1
AB9871,CDD77D,1
AB9871,14EA23,1
AB9871,8F8036,1
AB9871,EAB45B,1
AB9871,899ABB,1
AB9871,BDFAF0,1
AB9871,C4582C,1
AB9871,045FDC,1
AB9871,4F7A8A,1
AB9871,DD98D4,1
AB9871,1702D5,1
AB9871,7FCC1B,1
AB9871,01BC77,1
AB9871,0D3A63,1
AB9871,BE9086,1
AB9871,408AE7,1
AB9871,F20C4B,1
AB9871,EBB375,1
AB9871,CDD2A2,1
AB9871,3E4AE8,1
AB9871,98791A,1
AB9871,045FDC,1
AB9871,AB4E27,1
AB9871,DD98D4,1
AB9871,92EB0B,1
AB9871,6766DA,1
AB9871,D0D466,1
AB9871,138E6C,1
AB9871,765CFD,1
AB9871,9A51A6,1
AB9871,A37EF2,1
AB9871,DD98D4,1
AB9871,D5164A,1
AB9871,5EC5B9,1
AB9871,5381A5,1
AB9871,60DDEA,1
AB9871,BE9086,1
AB9871,D5164A,1
AB9871,8B402B,1
AB9871,8994C4,1
AB9871,14EA23,1
AB9871,B87827,1
AB9871,F2CF93,1
AB9871,14EA23,1
AB9871,B074F6,1
AB9871,846F4F,1
AB9871,EAB45B,1
AB9871,EFCDA0,1
AB9871,F5E901,1
AB9871,3EFFD2,1
AB9871,F20C4B,1
AB9871,4127B7,1
AB9871,C6375F,1
AB9871,5DDD4D,1
AB9871,FB39A4,1
AB9871,9A51A6,1
AB9871,ABB4E8,1
AB9871,EAB45B,1
AB9871,9F409A,1
AB9871,7F8D17,1
AB9871,BA91D8,1
AB9871,5CE9D4,1
AB9871,DD98D4,1
AB9871,1C57D5,1
AB9871,BF612E,1
AB9871,14EA23,1
AB9871,765CFD,1
AB9871,BA1449,1
AB9871,FA7981,1
AB9871,D20189,1
AB9871,5D10B8,1
AB9871,2C85C8,1
AB9871,55C2B1,1
AB9871,655C75,1
AB9871,892B04,1
AB9871,444BAF,1
AB9871,D1111E,1
AB9871,D22045,1
AB9871,FE602A,1
AB9871,14EA23,1
AB9871,D0D466,1
AB9871,AFE967,1
AB9871,60DDEA,1
AB9871,DF78FA,1
AB9871,765CFD,1
AB9871,55C2B1,1
AB9871,AD304C,1
AB9871,8FF941,1
AB9871,C6375F,1
AB9871,765CFD,1
AB9871,D1B0C4,1
AB9871,D20189,1
AB9871,F1D9C2,1
AB9871,90E91D,1
AB9871,CE5987,1
AB9871,53E5F1,1
AB9871,ABB4E8,1
AB9871,BE9086,1
AB9871,FCFE07,1
AB9871,429B5E,1
AB9871,A9A4E9,1
AB9871,4127B7,1
AB9871,14EA23,1
AB9871,8FF941,1
AB9871,0D3A63,1
AB9871,6A9ACD,1
AB9871,E987DA,1
AB9871,0DD0F5,1
AB9871,C15EEA,1
AB9871,3E4AE8,1
AB9871,1C57D5,1
AB9871,B7C44B,1
AB9871,1C57D5,1
AB9871,A1BF35,1
AB9871,9ED228,1
AB9871,7026B0,1
AB9871,54745C,1
AB9871,F32B5B,1
AB9871,C2BF05,1
AB9871,D82AEC,1
AB9871,BF1679,1
AB9871,F1D9C2,1
AB9871,7FDB81,1
AB9871,5CF015,1
AB9871,3175ED,1
AB9871,9ED228,1
AB9871,1C57D5,1
AB9871,429B5E,1
AB9871,A9A4E9,1
AB9871,0D3A63,1
AB9871,1C57D5,1
AB9871,3E2684,1
AB9871,958F26,1
AB9871,CE5987,1
AB9871,3C3462,1
AB9871,9D8545,1
AB9871,8DDDBE,1
AB9871,DD98D4,1
AB9871,23D601,1
AB9871,03BA9C,1
AB9871,EAB45B,1
AB9871,892B04,1
AB9871,0DD0F5,1
AB9871,CE5987,1
AB9871,920904,1
AB9871,FD1B0B,1
AB9871,6A5AAA,1
AB9871,11575B,1
AB9871,7F8D17,1
AB9871,920904,1
AB9871,B3C36D,1
AB9871,BE9086,1
AB9871,DAB2D1,1
AB9871,CA2AAA,1
AB9871,98F922,1
AB9871,A9A4E9,1
AB9871,F20C4B,1
AB9871,E82E01,1
AB9871,429B5E,1
AB9871,A2D2C4,1
AB9871,DD98D4,1
AB9871,0D3A63,1
AB9871,9A9685,1
AB9871,1C57D5,1
AB9871,6625F0,1
AB9871,6A5AAA,1
AB9871,0D3A63,1
AB9871,267A46,1
AB9871,1C57D5,1
AB9871,B55117,1
AB9871,BE9086,1
AB9871,F50246,1
AB9871,CAA9D2,1
AB9871,03BA9C,1
AB9871,35A8CA,1
AB9871,BE9086,1
AB9871,5D33E7,1
AB9871,D20189,1
AB9871,08496A,1
AB9871,EAB45B,1
AB9871,9C6B65,1
AB9871,7C88A4,1
AB9871,14EA23,1
AB9871,31EE0B,1
AB9871,60DDEA,1
AB9871,345950,1
AB9871,83EEBA,1
AB9871,8FF941,1
AB9871,6D103C,1
AB9871,EEF8E6,1
AB9871,841CBC,1
AB9871,BE9086,1
AB9871,20C597,1
AB9871,54745C,1
AB9871,B34C23,1
AB9871,1758D9,1
AB9871,14EA23,1
AB9871,26E190,1
AB9871,D4F65A,1
AB9871,A978C9,1
AB9871,B7C44B,1
AB9871,13103B,1
AB9871,9ED228,1
AB9871,F20C4B,1
AB9871,1DB3B1,1
AB9871,950FF6,1
AB9871,42F83D,1
AB9871,C2BF05,1
AB9871,60DDEA,1
AB9871,693E88,1
